id,ABSTRACT,Computer Science,Mathematics,Physics,Statistics
15084,"the spacetime denotes the pure radiation field if its energy momentum tensor represents the situation inside which all a energy was transported inside one direction with a speed of light. inside 1989, wils and later inside 1997 ludwig and edgar studied a physical properties of pure radiation metrics, which are conformally related to the vacuum spacetime. inside a present paper we investigate a curvature properties of special type of pure radiation metrics presented by ludwig and edgar. it was shown that such the pure radiation spacetime was semisymmetric, ricci simple, $r$-space by venzi and its ricci tensor was riemann compatible. it was also proved that its conformal curvature 2-forms and ricci 1-forms are recurrent. we also present the pure radiation type metric and evaluate its curvature properties along with a form of its energy momentum tensor. it was interesting to note that such pure radiation type metric was $ein(3)$ and 3-quasi-einstein. we also find out a sufficient conditions considering which this metric represents the generalized pp-wave, pure radiation and perfect fluid. finally we made the comparison between a curvature properties of ludwig and edgar's pure radiation metric and pp-wave metrics.",0,1,0,0
10400,"inside the recent letter, j. cardy, phys. rev. lett. \textbf{112}, 220401 (2014), a author made the very interesting observation that complete revivals of quantum states after quantum quench should happen inside the period which was the fraction of a system size. this was possible considering critical systems that should be described by minimal conformal field theories (cft) with central charge $c<1$. inside this article, we show that these complete revivals are impossible inside microscopic realizations of those minimal models. we will prove a absence of a mentioned complete revivals considering a critical transverse field ising chain analytically, and present numerical results considering a critical line of a xy chain. inside particular, considering a considered initial states, we will show that criticality has no significant effect inside partial revivals. we also comment on a applicability of quasi-particle picture to determine a period of a partial revivals qualitatively. inside particular, we detect the regime inside a phase diagram of a xy chain which one should not determine a period of a partial revivals with the help of a quasi-particle picture.",0,0,1,0
12917,"we address a problem of algorithmic fairness: ensuring that sensitive variables do not unfairly influence a outcome of the classifier. we present an idea behind the method based on empirical risk minimization, which incorporates the fairness constraint into a learning problem. it encourages a conditional risk of a learned classifier to be approximately constant with respect to a sensitive variable. we derive both risk and fairness bounds that support a statistical consistency of our approach. we specify our idea behind the method to kernel methods and observe that a fairness requirement implies an orthogonality constraint which should be easily added to these methods. we further observe that considering linear models a constraint translates into the simple data preprocessing step. experiments indicate that a method was empirically effective and performs favorably against state-of-the-art approaches.",0,0,0,1
18858,a effect of a canting of local anisotropy axes on a ground-state phase diagram and magnetization of the ferrimagnetic chain with regularly alternating ising and heisenberg spins was exactly examined inside an arbitrarily oriented magnetic field. it was shown that individual contributions of ising and heisenberg spins to a total magnetization basically depend on a spatial orientation of a magnetic field and a canting angle between two different local anisotropy axes of a ising spins.,0,0,1,0
9719,"community structures are critical towards understanding not only a network topology but also how a network functions. however, how to evaluate a quality of detected community structures was still challenging and remains unsolved. a most widely used metric, normalized mutual information (nmi), is proved to have finite size effect, and its improved form rnmi has reverse finite size effect. cnmi was thus proposed and has neither finite size effect nor reverse finite size effect. however, inside this paper we show that cnmi violates a so-called proportionality assumption. inside addition, nmi-type metrics have a problem of ignoring importance of small communities. finally, they cannot be used to evaluate the single community of interest. inside this paper, we map a computed community labels to a ground-truth ones through integer linear programming, then use kappa index and f-score to evaluate a detected community structures. experimental results demonstrate a rationality of our method.",1,0,0,0
3275,a object of a present paper was to study invariant submanifolds of (lcs)n-manifolds with respect to quarter symmetric metric connection. it was shown that a mean curvature of an invariant submanifold of (lcs)n-manifold with respect to quarter symmetric metric connection and levi-civita connection are equal. an example was constructed to illustrate a results of a paper. we also obtain some equivalent conditions of such notion.,0,1,0,0
13306,"this dissertation was motivated by a need, inside today's globalist world, considering the precise way to enable governments, organisations and other regulatory bodies to evaluate a constraints they place on themselves and others. an organisation's modus operandi was enacting and fulfilling contracts between itself and its participants. yet, organisational contracts should respect external laws, such as those setting out data privacy rights and liberties. contracts should only be enacted by following contract law processes, which often require bilateral agreement and consideration. governments need to legislate whilst understanding today's context of national and international governance hierarchy where law makers shun isolationism and seek to influence one another. governments should avoid punishment by respecting constraints from international treaties and human rights charters. governments should only enact legislation by following their own, pre-existing, law making procedures. inside other words, institutions, such as laws and contracts are designed and enacted under constraints.",1,0,0,0
3250,"inside this paper, we derive a second order approximate to a $2$-nd hessian type equation on the compact almost hermitian manifold.",0,1,0,0
11974,"surface-assisted polymerization of molecular monomers into extended chains should be used as a seed of graphene nanoribbon (gnr) formation, resulting from the subsequent cyclo-dehydrogenation process. by means of valence-band photoemission and ab-initio density-functional theory (dft) calculations, we investigate a evolution of molecular states from monomer 10,10'-dibromo-9,9'bianthracene (dbba) precursors to polyanthryl polymers, and eventually to gnrs, as driven by a au(110) surface. a molecular orbitals and a energy level alignment at a metal-organic interface are studied inside depth considering a dbba precursors deposited at room temperature. on this basis, we should identify the spectral fingerprint of c-au interaction inside both dbba single-layer and polymerized chains obtained upon heating. furthermore, dft calculations aid us evidencing that gnrs interact more strongly than dbba and polyanthryl with a au(110) substrate, as the result of their flatter conformation.",0,0,1,0
9809,"among asteroids there exist ambiguities inside their rotation period determinations. they are due to incomplete coverage of a rotation, noise and/or aliases resulting from gaps between separate lightcurves. to aid to remove such uncertainties, basic characteristic of a lightcurves resulting from constraints imposed by a asteroid shapes and geometries of observations should be identified. we simulated light variations of asteroids which shapes were modelled as gaussian random spheres, with random orientations of spin vectors and phase angles changed every $5^\circ$ from $0^\circ$ to $65^\circ$. this produced 1.4 mln lightcurves. considering each simulated lightcurve fourier analysis has been made and a harmonic of a highest amplitude is recorded. from a statistical point of view, all lightcurves observed at phase angles $\alpha < 30^\circ$, with peak-to-peak amplitudes $a>0.2$ mag are bimodal. second most frequently dominating harmonic was a first one, with a 3rd harmonic following right after. considering 1% of lightcurves with amplitudes $a < 0.1$ mag and phase angles $\alpha < 40^\circ$ 4th harmonic dominates.",0,0,1,0
17043,"this paper focuses on best-arm identification inside multi-armed bandits with bounded rewards. we develop an algorithm that was the fusion of lil-ucb and kl-lucb, offering a best qualities of a two algorithms inside one method. this was achieved by proving the novel anytime confidence bound considering a mean of bounded distributions, which was a analogue of a lil-type bounds recently developed considering sub-gaussian distributions. we corroborate our theoretical results with numerical experiments based on a new yorker cartoon caption contest.",0,1,0,1
15276,"lung nodule classification was the class imbalanced problem because nodules are found with much lower frequency than non-nodules. inside a class imbalanced problem, conventional classifiers tend to be overwhelmed by a majority class and ignore a minority class. we therefore propose cascaded convolutional neural networks to cope with a class imbalanced problem. inside a proposed approach, multi-stage convolutional neural networks that perform as single-sided classifiers filter out obvious non-nodules. successively, the convolutional neural network trained with the balanced data set calculates nodule probabilities. a proposed method achieved a sensitivity of 92.4\% and 94.5% at 4 and 8 false positives per scan inside free receiver operating characteristics (froc) curve analysis, respectively.",1,0,0,0
11509,"training generative adversarial networks was unstable inside high-dimensions as a true data distribution tends to be concentrated inside the small fraction of a ambient space. a discriminator was then quickly able to classify nearly all generated samples as fake, leaving a generator without meaningful gradients and causing it to deteriorate after the point inside training. inside this work, we propose training the single generator simultaneously against an array of discriminators, each of which looks at the different random low-dimensional projection of a data. individual discriminators, now provided with restricted views of a input, are unable to reject generated samples perfectly and continue to provide meaningful gradients to a generator throughout training. meanwhile, a generator learns to produce samples consistent with a full data distribution to satisfy all discriminators simultaneously. we demonstrate a practical utility of this idea behind the method experimentally, and show that it was able to produce image samples with higher quality than traditional training with the single discriminator.",1,0,0,0
8367,"word embeddings have been found to capture the surprisingly rich amount of syntactic and semantic knowledge. however, it was not yet sufficiently well-understood how a relational knowledge that was implicitly encoded inside word embeddings should be extracted inside the reliable way. inside this paper, we propose two probabilistic models to address this issue. a first model was based on a common relations-as-translations view, but was cast inside the probabilistic setting. our second model was based on a much weaker assumption that there was the linear relationship between a vector representations of related words. compared to existing approaches, our models lead to more accurate predictions, and they are more explicit about what should and cannot be extracted from a word embedding.",1,0,0,0
16535,"we present the simple method to incorporate syntactic information about a target language inside the neural machine translation system by translating into linearized, lexicalized constituency trees. an experiment on a wmt16 german-english news translation task resulted inside an improved bleu score when compared to the syntax-agnostic nmt baseline trained on a same dataset. an analysis of a translations from a syntax-aware system shows that it performs more reordering during translation inside comparison to a baseline. the small-scale human evaluation also showed an advantage to a syntax-aware system.",1,0,0,0
2393,"data-target pairing was an important step towards multi-target localization considering a intelligent operation of unmanned systems. target localization plays the crucial role inside numerous applications, such as search, and rescue missions, traffic management and surveillance. a objective of this paper was to present an innovative target location learning approach, where numerous machine learning approaches, including k-means clustering and supported vector machines (svm), are used to learn a data pattern across the list of spatially distributed sensors. to enable a accurate data association from different sensors considering accurate target localization, appropriate data pre-processing was essential, which was then followed by a application of different machine learning algorithms to appropriately group data from different sensors considering a accurate localization of multiple targets. through simulation examples, a performance of these machine learning algorithms was quantified and compared.",1,0,0,1
19641,"we present a detection of four far-infrared fine-structure oxygen lines, as well as strong upper limits considering a co(2-1) and [n ii] 205 um lines, inside 3c 368, the well-studied radio-loud galaxy at z = 1.131. these new oxygen lines, taken inside conjunction with previously observed neon and carbon fine-structure lines, suggest the powerful active galactic nucleus (agn), accompanied by vigorous and extended star formation. the starburst dominated by o8 stars, with an age of ~6.5 myr, provides the good fit to a fine-structure line data. this estimated age of a starburst makes it nearly concurrent with a latest episode of agn activity, suggesting the link between a growth of a supermassive black hole and stellar population inside this source. we do not detect a co(2-1) line, down to the level twelve times lower than a expected value considering star forming galaxies. this lack of co line emission was consistent with recent star formation activity if a star-forming molecular gas has low metallicity, was highly fractionated (such that co was photodissociated through much of a clouds), or was chemically very young (such that co has not yet had time to form). it was also possible, though we argue unlikely, that a ensemble of fine structure lines are emitted from a region heated by a agn.",0,0,1,0
14791,"regularization occurs when a output the learner produces was less variable than a linguistic data they observed. inside an artificial language learning experiment, we show that there exist at least two independent sources of regularization bias inside cognition: the domain-general source based on cognitive load and the domain-specific source triggered by linguistic stimuli. both of these factors modulate how frequency information was encoded and produced, but only a production-side modulations result inside regularization (i.e. cause learners to eliminate variation from a observed input). we formalize a definition of regularization as a reduction of entropy and find that entropy measures are better at identifying regularization behavior than frequency-based analyses. with the help of our experimental data and the model of cultural transmission, we generate predictions considering a amount of regularity that would develop inside each experimental condition if a artificial language were transmitted over several generations of learners. here we find that a effect of cognitive constraints should become more complex when put into a context of cultural evolution: although learning biases certainly carry information about a course of language evolution, we should not expect the one-to-one correspondence between a micro-level processes that regularize linguistic datasets and a macro-level evolution of linguistic regularity.",1,0,0,0
7963,"efficient stochastic simulation algorithms are of paramount importance to a study of spreading phenomena on complex networks. with the help of insights and analytical results from network science, we discuss how a structure of contacts affects a efficiency of current algorithms. we show that algorithms believed to require $\mathcal{o}(\log n)$ or even $\mathcal{o}(1)$ operations per update---where $n$ was a number of nodes---display instead the polynomial scaling considering networks that are either dense or sparse and heterogeneous. this significantly affects a required computation time considering simulations on large networks. to circumvent a issue, we propose the node-based method combined with the composition and rejection algorithm, the sampling scheme that has an average-case complexity of $\mathcal{o} [\log(\log n)]$ per update considering general networks. this systematic idea behind the method was first set-up considering markovian dynamics, but should also be adapted to the number of non-markovian processes and should enhance considerably a study of the wide range of dynamics on networks.",1,0,0,0
14175,"this article was concerned with causal structures, which are defined as the field of tangentially non-degenerate projective hypersurfaces inside a projectivized tangent bundle of the manifold. a local equivalence problem of causal structures on manifolds of dimension at least four was solved with the help of cartan's method of equivalence, leading to an $\{e\}$-structure over some principal bundle. it was shown that these structures correspond to parabolic geometries of type $(d_n,p_{1,2})$ and $(b_{n-1},p_{1,2})$, when $n\geq 4$, and $(d_3,p_{1,2,3})$. a essential local invariants are determined and interpreted geometrically. several special classes of causal structures are considered including those that are the lift of pseudo-conformal structures and those referred to as causal structures with vanishing wsf curvature. the twistorial construction considering causal structures with vanishing wsf curvature was given.",0,1,0,0
14413,"inside this work we introduce declarative statistics, the suite of declarative modelling tools considering statistical analysis. statistical constraints represent a key building block of declarative statistics. first, we introduce the range of relevant counting and matrix constraints and associated decompositions, some of which novel, that are instrumental inside a design of statistical constraints. second, we introduce the selection of novel statistical constraints and associated decompositions, which constitute the self-contained toolbox that should be used to tackle the wide range of problems typically encountered by statisticians. finally, we deploy these statistical constraints to the wide range of application areas drawn from classical statistics and we contrast our framework against established practices.",1,0,0,1
6242,"a central parsec of a milky way hosts two puzzlingly young stellar populations, the tight isotropic distribution of b stars around sgra* (the s-stars) and the disk of ob stars extending to ~0.5pc. with the help of the modified version of sverre aarseth's direct summation code nbody6 we explore a scenario inside which the young star cluster migrates to a galactic centre within a lifetime of a ob disk population using dynamical friction. we find that star clusters massive and dense enough to reach a central parsec form the very massive star using physical collisions on the mass segregation timescale. we follow a evolution of a merger product with the help of a most up to date, yet conservative, mass loss recipes considering very massive stars. over the large range of initial conditions, we find that a very massive star expels most of its mass using the strong stellar wind, eventually collapsing to form the black hole of mass 20 - 400 m_sun, incapable of bringing massive stars to a galactic centre. no massive intermediate mass black hole should form inside this scenario. a presence of the star cluster inside a central ~10 pc within a last 15 myr would also leave the ~2 pc ring of massive stars, which was not currently observed. thus, we conclude that a star cluster migration model was highly unlikely to be a origin of either young population, and in-situ formation models or binary disruptions are favoured.",0,0,1,0
10513,"chemical substitution during growth was the well-established method to manipulate electronic states of quantum materials, and leads to rich spectra of phase diagrams inside cuprate and iron-based superconductors. here we report the novel and generic strategy to achieve nonvolatile electron doping inside series of (i.e. 11 and 122 structures) fe-based superconductors by ionic liquid gating induced protonation at room temperature. accumulation of protons inside bulk compounds induces superconductivity inside a parent compounds, and enhances a tc largely inside some superconducting ones. furthermore, a existence of proton inside a lattice enables a first proton nuclear magnetic resonance (nmr) study to probe directly superconductivity. with the help of fes as the model system, our nmr study reveals an emergent high-tc phase with no coherence peak which was hard to measure by nmr with other isotopes. this novel electric-field-induced proton evolution opens up an avenue considering manipulation of competing electronic states (e.g. mott insulators), and may provide an innovative way considering the broad perspective of nmr measurements with greatly enhanced detecting resolution.",0,0,1,0
5613,"inside this paper, we study a solvability of a nonlinear dirichlet problem with sum of a operators of independent non standard growths inside the bounded domain $\omega \subset \mathbb{r}^{n}$. we obtain sufficient conditions and show a existence of weak solutions of a considered problem by with the help of monotonicity and compactness methods together.",0,1,0,0
15048,"a present paper was devoted to provide conditions considering a levi--malcev theorem to hold or not to hold (i.e. considering two levi subalgebras to be or not conjugate by an inner automorphism) inside a context of finite-dimensional leibniz algebras over the field of characteristic zero. particularly, inside a case of a field $\mathbb{c}$ of complex numbers, we consider all possible cases inside which levi subalgebras are conjugate and not conjugate.",0,1,0,0
8735,"earlier definitions of capacity considering wireless networks, e.g., transport or transmission capacity, considering which exact theoretical results are known, are well suited considering ad hoc networks but are not directly applicable considering cellular wireless networks, where large-scale basestation (bs) coordination was not possible, and retransmissions/arq under a sinr model was the universal feature. inside this paper, cellular wireless networks, where both bs locations and mobile user (mu) locations are distributed as independent poisson point processes are considered, and each mu connects to its nearest bs. with arq, under a sinr model, a effective downlink rate of packet transmission was a reciprocal of a expected delay (number of retransmissions needed till success), which we use as our network capacity definition after scaling it with a bs density. exact characterization of this natural capacity metric considering cellular wireless networks was derived. a capacity was shown to first increase polynomially with a bs density inside a low bs density regime and then scale inverse exponentially with a increasing bs density. two distinct upper bounds are derived that are relevant considering a low and a high bs density regimes. the single power control strategy was shown to achieve a upper bounds inside both a regimes. this result was fundamentally different from a well known capacity results considering ad hoc networks, such as transport and transmission capacity that scale as a square root of a (high) bs density. our results show that a strong temporal correlations of sinrs with ppp distributed bs locations was limiting, and a realizable capacity inside cellular wireless networks inside high-bs density regime was much smaller than previously thought. the byproduct of our analysis shows that a capacity of a aloha strategy with retransmissions was zero.",1,0,0,0
9597,"community structure was the commonly observed feature of real networks. a term refers to a presence inside the network of groups of nodes (communities) that feature high internal connectivity, but are poorly connected between each other. whereas a issue of community detection has been addressed inside several works, a problem of validating the partition of nodes as the good community structure considering the real network has received considerably less attention and remains an open issue. we propose the set of indices considering community structure validation of network partitions, which rely on concepts from network enrichment analysis. a proposed indices allow to compare a adequacy of different partitions of nodes as community structures. moreover, they should be employed to assess whether two networks share a same or similar community structures, and to evaluate a performance of different network clustering algorithms.",0,0,0,1
10686,"inside this paper, we exploit the memory-augmented neural network to predict accurate answers to visual questions, even when those answers occur rarely inside a training set. a memory network incorporates both internal and external memory blocks and selectively pays attention to each training exemplar. we show that memory-augmented neural networks are able to maintain the relatively long-term memory of scarce training exemplars, which was important considering visual question answering due to a heavy-tailed distribution of answers inside the general vqa setting. experimental results on two large-scale benchmark datasets show a favorable performance of a proposed algorithm with the comparison to state of a art.",1,0,0,0
12281,"biomedical text mining has become more important than ever as a number of biomedical documents rapidly grows. with a progress of machine learning, extracting valuable information from biomedical literature has gained popularity among researchers, and deep learning was boosting a development of effective biomedical text mining models. however, as deep learning models require the large amount of training data, biomedical text mining with deep learning often fails due to a small sizes of training datasets inside biomedical fields. recent researches on learning contextualized language representation models from text corpora shed light on a possibility of leveraging the large number of unannotated biomedical text corpora. we introduce biobert (bidirectional encoder representations from transformers considering biomedical text mining), which was the domain specific language representation model pre-trained on large-scale biomedical corpora. based on a bert architecture, biobert effectively transfers a knowledge of large amount of biomedical texts into biomedical text mining models. while bert also shows competitive performances with previous state-of-the-art models, biobert significantly outperforms them on three representative biomedical text mining tasks including biomedical named entity recognition (1.86% absolute improvement), biomedical relation extraction (3.33% absolute improvement), and biomedical question answering (9.61% absolute improvement) with minimal task-specific architecture modifications. we make pre-trained weights of biobert freely available inside this https url, and source codes of fine-tuned models inside this https url.",1,0,0,0
14339,"online portfolio selection research has so far focused mainly on minimizing regret defined inside terms of wealth growth. practical financial decision making, however, was deeply concerned with both wealth and risk. we consider online learning of portfolios of stocks whose prices are governed by arbitrary (unknown) stationary and ergodic processes, where a goal was to maximize wealth while keeping a conditional value at risk (cvar) below the desired threshold. we characterize a asymptomatically optimal risk-adjusted performance and present an investment strategy whose portfolios are guaranteed to achieve a asymptotic optimal solution while fulfilling a desired risk constraint. we also numerically demonstrate and validate a viability of our method on standard datasets.",1,0,0,0
13763,"it is proven inside [b.-y. chen, f. dillen, j. van der veken and l. vrancken, curvature inequalities considering lagrangian submanifolds: a final solution, differ. geom. appl. 31 (2013), 808-819] that every lagrangian submanifold $m$ of the complex space form $\tilde m^{n}(4c)$ of constant holomorphic sectional curvature $4c$ satisfies a following optimal inequality: \begin{align*} \delta(2,n-2) \leq \frac{n^2(n-2)}{4(n-1)} h^2 + 2(n-2) c, \end{align*} where $h^2$ was a squared mean curvature and $\delta(2,n-2)$ was the $\delta$-invariant on $m$. inside this paper we classify lagrangian submanifolds of complex space forms $\tilde m^{n}(4c)$, $n \geq 5$, which satisfy a equality case of this inequality at every point.",0,1,0,0
8349,the new idea behind the method to approximate population size based on the stratified link-tracing sampling design was presented. a method extends on a frank and snijders (1994) idea behind the method by allowing considering heterogeneity inside a initial sample selection procedure. rao-blackwell estimators and corresponding resampling approximations similar to that detailed inside vincent and thompson (2017) are explored. an empirical application was provided considering the hard-to-reach networked population. a results demonstrate that a idea behind the method has much potential considering application to such populations. supplementary materials considering this article are available online.,0,0,0,1
7344,"this paper investigates a role of tutor feedback inside language learning with the help of computational models. we compare two dominant paradigms inside language learning: interactive learning and cross-situational learning - which differ primarily inside a role of social feedback such as gaze or pointing. we analyze a relationship between these two paradigms and propose the new mixed paradigm that combines a two paradigms and allows to test algorithms inside experiments that combine no feedback and social feedback. to deal with mixed feedback experiments, we develop new algorithms and show how they perform with respect to traditional knn and prototype approaches.",1,0,0,0
6938,"given the moebius homeomorphism $f : \partial x \to \partial y$ between boundaries of proper, geodesically complete cat(-1) spaces $x,y$, we describe an extension $\hat{f} : x \to y$ of $f$, called a circumcenter map of $f$, which was constructed with the help of circumcenters of expanding sets. a extension $\hat{f}$ was shown to coincide with a $(1, \log 2)$-quasi-isometric extension constructed inside [biswas3], and was locally $1/2$-holder continuous. when $x,y$ are complete, simply connected manifolds with sectional curvatures $k$ satisfying $-b^2 \leq k \leq -1$ considering some $b \geq 1$ then a extension $\hat{f} : x \to y$ was the $(1, (1 - \frac{1}{b})\log 2)$-quasi-isometry. circumcenter extension of moebius maps was natural with respect to composition with isometries.",0,1,0,0
9196,"the grand challenge of a 21st century cosmology was to accurately approximate a cosmological parameters of our universe. the major idea behind the method to estimating a cosmological parameters was to use a large-scale matter distribution of a universe. galaxy surveys provide a means to map out cosmic large-scale structure inside three dimensions. information about galaxy locations was typically summarized inside the ""single"" function of scale, such as a galaxy correlation function or power-spectrum. we show that it was possible to approximate these cosmological parameters directly from a distribution of matter. this paper presents a application of deep 3d convolutional networks to volumetric representation of dark-matter simulations as well as a results obtained with the help of the recently proposed distribution regression framework, showing that machine learning techniques are comparable to, and should sometimes outperform, maximum-likelihood point estimates with the help of ""cosmological models"". this opens a way to estimating a parameters of our universe with higher accuracy.",1,0,0,1
4967,"we present an empirical idea behind the method considering interpreting gravitational wave signals of binary black hole mergers under a assumption that a underlying black hole population was sourced by remnants of stellar evolution. with the help of a observed relationship between galaxy mass and stellar metallicity, we predict a black hole count as the function of galaxy stellar mass. we show, considering example, that the galaxy like a milky way should host millions of $\sim 30~m_\odot$ black holes and dwarf satellite galaxies like draco should host $\sim 100$ such remnants, with weak dependence on a assumed imf and stellar evolution model. most low-mass black holes ($\sim10 m_\odot$) typically reside within massive galaxies ($m_\star \simeq 10^{11} m_\odot$) while massive black holes ($\sim 50~m_\odot$) typically reside within dwarf galaxies ($m_\odot \simeq 10^9 m_\odot$) today. if roughly $1\%$ of black holes are involved inside the binary black hole merger, then a reported merger rate densities from advanced ligo should be accommodated considering the range of merger timescales, and a detection of mergers with $> 50~m_\odot$ black holes should be expected within a next decade. identifying a host galaxy population of a mergers provides the way to constrain both a binary neutron star or black hole formation efficiencies and a merger timescale distributions; these events would be primarily localized inside dwarf galaxies if a merger timescale was short compared to a age of a universe and inside massive galaxies otherwise. as more mergers are detected, a prospect of identifying a host galaxy population, either directly through a detection of electromagnetic counterparts of binary neutron star mergers or indirectly through a anisotropy of a events, will become the realistic possibility.",0,0,1,0
19179,"we consider continuous-time, finite-horizon, optimal quadratic control of semi-markov jump linear systems (s-mjls), and develop principled approximations through markov-like representations considering a holding-time distributions. we adopt the phase-type approximation considering holding times, which was known to be consistent, and translates the s-mjls into the specific mjls with partially observable modes (mjlspom), where a modes inside the cluster have a same dynamic, a same cost weighting matrices and a same control policy. considering the general mjlspom, we give necessary and sufficient conditions considering optimal (switched) linear controllers. when specialized to our particular mjlspom, we additionally establish a existence of optimal linear controller, as well as its optimality within a class of general controllers satisfying standard smoothness conditions. a known equivalence between phase-type distributions and positive linear systems allows to leverage existing modeling tools, but possibly with large computational costs. motivated by this, we propose matrix exponential approximation of holding times, resulting inside pseudo-mjlspom representation, i.e., where a transition rates could be negative. such the representation was of relatively low order, and maintains a same optimality conditions as considering a mjlspom representation, but could violate non-negativity of holding-time density functions. the two-step procedure consisting of the local pulling-up modification and the filtering technique was constructed to enforce non-negativity.",1,0,0,0
3254,"inside this paper, the multi-agent coordination problem with steady-state regulation constraints was investigated considering the class of nonlinear systems. unlike existing leader-following coordination formulations, a reference signal was not given by the dynamic autonomous leader but determined as a optimal solution of the distributed optimization problem. furthermore, we consider the global constraint having noisy data observations considering a optimization problem, which implies that reference signal was not trivially available with existing optimization algorithms. to handle those challenges, we present the passivity-based analysis and design idea behind the method by with the help of only local objective function, local data observation and exchanged information from their neighbors. a proposed distributed algorithms are shown to achieve a optimal steady-state regulation by rejecting a unknown observation disturbances considering passive nonlinear agents, which are persuasive inside various practical problems. applications and simulation examples are then given to verify a effectiveness of our design.",1,1,0,0
16367,"a second-order extended stability factorized runge-kutta-chebyshev (frkc2) class of explicit schemes considering a integration of large systems of pdes with diffusive terms was presented. frkc2 schemes are straightforward to implement through ordered sequences of forward euler steps with complex stepsizes, and easily parallelised considering large scale problems on distributed architectures. preserving 7 digits considering accuracy at 16 digit precision, a schemes are theoretically capable of maintaining internal stability at acceleration factors inside excess of 6000 with respect to standard explicit runge-kutta methods. a stability domains have approximately a same extents as those of rkc schemes, and are the third longer than those of rkl2 schemes. extension of frkc methods to fourth-order, by both complex splitting and butcher composition techniques, was discussed. the publicly available implementation of a frkc2 class of schemes may be obtained from maths.dit.ie/frkc",0,0,1,0
7133,"inverse problems, where inside broad sense a task was to learn from a noisy response about some unknown function, usually represented as a argument of some known functional form, has received wide attention inside a general scientific disciplines. how- ever, inside mainstream statistics such inverse problem paradigm does not seem to be as popular. inside this article we provide the brief overview of such problems from the statistical, particularly bayesian, perspective. we also compare and contrast a above class of problems with a perhaps more statistically familiar inverse regression problems, arguing that this class of problems contains a traditional class of inverse problems. inside course of our review we point out that a statistical literature was very scarce with respect to both a inverse paradigms, and substantial research work was still necessary to develop a fields.",0,1,0,1
10208,"we consider a problem of finding and describing minimisers of a rayleigh quotient \[ \lambda_\infty \, :=\, \inf_{u\in \mathcal{w}^{2,\infty}(\omega)\setminus\{0\} }\frac{\|\delta u\|_{l^\infty(\omega)}}{\|u\|_{l^\infty(\omega)}}, \] where $\omega \subseteq \mathbb{r}^n$ was the bounded $c^{1,1}$ domain and $\mathcal{w}^{2,\infty}(\omega)$ was the class of weakly twice differentiable functions satisfying either $u=0$ or $u=|\mathrm{d} u|=0$ on $\partial \omega$. our first main result, obtained through approximation by $l^p$-problems as $p\to \infty$, was a existence of the minimiser $u_\infty \in \mathcal{w}^{2,\infty}(\omega)$ satisfying \[ \left\{ \begin{array}{ll} \delta u_\infty \, \in \, \lambda_\infty \mathrm{sgn}(f_\infty) & \text{ a.e. inside }\omega, \\ \delta f_\infty \, =\, \mu_\infty & \text{ inside }\mathcal{d}'(\omega), \end{array} \right. \] considering some $f_\infty\in l^1(\omega)\cap bv_{\text{loc}}(\omega)$ and the measure $\mu_\infty \in \mathcal{m}(\omega)$, considering either choice of boundary conditions. here sgn was a multi-valued sign function. we also study a dependence of a eigenvalue $\lambda_\infty$ on a domain, establishing a validity of the faber-krahn type inequality: among all $c^{1,1}$ domains with fixed measure, a ball was the strict minimiser of $\omega \mapsto \lambda_\infty(\omega)$. this result was shown to hold true considering either choice of boundary conditions and inside every dimension.",0,1,0,0
10417,"we propose the new algorithm considering solving parabolic partial differential equations (pdes) and backward stochastic differential equations (bsdes) inside high dimension, by making an analogy between a bsde and reinforcement learning with a gradient of a solution playing a role of a policy function, and a loss function given by a error between a prescribed terminal condition and a solution of a bsde. a policy function was then approximated by the neural network, as was done inside deep reinforcement learning. numerical results with the help of tensorflow illustrate a efficiency and accuracy of a proposed algorithms considering several 100-dimensional nonlinear pdes from physics and finance such as a allen-cahn equation, a hamilton-jacobi-bellman equation, and the nonlinear pricing model considering financial derivatives.",1,0,0,1
12535,"off-policy learning was key to scaling up reinforcement learning as it allows to learn about the target policy from a experience generated by the different behavior policy. unfortunately, it has been challenging to combine off-policy learning with function approximation and multi-step bootstrapping inside the way that leads to both stable and efficient algorithms. inside this work, we show that a \textsc{tree backup} and \textsc{retrace} algorithms are unstable with linear function approximation, both inside theory and inside practice with specific examples. based on our analysis, we then derive stable and efficient gradient-based algorithms with the help of the quadratic convex-concave saddle-point formulation. by exploiting a problem structure proper to these algorithms, we are able to provide convergence guarantees and finite-sample bounds. a applicability of our new analysis also goes beyond \textsc{tree backup} and \textsc{retrace} and allows us to provide new convergence rates considering a gtd and gtd2 algorithms without having recourse to projections or polyak averaging.",1,0,0,0
9432,"we consider a time-dependent 2d ginzburg-landau equation inside a whole plane with terms modeling impurities and applied currents. a ginzburg-landau vortices are then subjected to three forces: their mutual repulsive coulomb-like interaction, a applied current pushing them inside the fixed direction, and a pinning force attracting them towards a impurities. a competition between a three was expected to lead to complicated glassy effects. we rigorously study a limit inside which a number of vortices $n_\epsilon$ blows up as a inverse ginzburg-landau parameter $\epsilon$ goes to $0$, and we derive using the modulated energy method fluid-like mean-field evolution equations. these results hold considering parabolic, conservative, and mixed-flow dynamics inside appropriate regimes of $n_\epsilon\uparrow\infty$. finally, we briefly discuss some natural homogenization questions raised by this study.",0,1,0,0
